,table,column,bins,table_column
63,date_dim,d_first_dom,[2415021 2416481.98 2417942.96 2419403.94 2420864.92 2422325.9 2423786.88 2425247.86 2426708.84 2428169.82 2429630.8 2431091.78 2432552.76 2434013.74 2435474.72 2436935.7 2438396.68 2439857.66 2441318.64 2442779.62 2444240.6 2445701.58 2447162.56 2448623.54 2450084.52 2451545.5 2453006.48 2454467.46 2455928.44 2457389.42 2458850.4 2460311.38 2461772.36 2463233.34 2464694.32 2466155.3 2467616.28 2469077.26 2470538.24 2471999.22 2473460.2 2474921.18 2476382.16 2477843.14 2479304.12 2480765.1 2482226.08 2483687.06 2485148.04 2486609.02 2488070],date_dim.d_first_dom
64,date_dim,d_same_day_lq,[2414930 2416390.96 2417851.92 2419312.88 2420773.84 2422234.8 2423695.76 2425156.72 2426617.68 2428078.64 2429539.6 2431000.56 2432461.52 2433922.48 2435383.44 2436844.4 2438305.36 2439766.32 2441227.28 2442688.24 2444149.2 2445610.16 2447071.12 2448532.08 2449993.04 2451454 2452914.96 2454375.92 2455836.88 2457297.84 2458758.8 2460219.76 2461680.72 2463141.68 2464602.64 2466063.6 2467524.56 2468985.52 2470446.48 2471907.44 2473368.4 2474829.36 2476290.32 2477751.28 2479212.24 2480673.2 2482134.16 2483595.12 2485056.08 2486517.04 2487978],date_dim.d_same_day_lq
65,date_dim,d_last_dom,[2415020 2416487.04 2417954.08 2419421.12 2420888.16 2422355.2 2423822.24 2425289.28 2426756.32 2428223.36 2429690.4 2431157.44 2432624.48 2434091.52 2435558.56 2437025.6 2438492.64 2439959.68 2441426.72 2442893.76 2444360.8 2445827.84 2447294.88 2448761.92 2450228.96 2451696 2453163.04 2454630.08 2456097.12 2457564.16 2459031.2 2460498.24 2461965.28 2463432.32 2464899.36 2466366.4 2467833.44 2469300.48 2470767.52 2472234.56 2473701.6 2475168.64 2476635.68 2478102.72 2479569.76 2481036.8 2482503.84 2483970.88 2485437.92 2486904.96 2488372],date_dim.d_last_dom
66,date_dim,d_date_id,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_date_id
67,date_dim,d_same_day_ly,[2414657 2416117.96 2417578.92 2419039.88 2420500.84 2421961.8 2423422.76 2424883.72 2426344.68 2427805.64 2429266.6 2430727.56 2432188.52 2433649.48 2435110.44 2436571.4 2438032.36 2439493.32 2440954.28 2442415.24 2443876.2 2445337.16 2446798.12 2448259.08 2449720.04 2451181 2452641.96 2454102.92 2455563.88 2457024.84 2458485.8 2459946.76 2461407.72 2462868.68 2464329.64 2465790.6 2467251.56 2468712.52 2470173.48 2471634.44 2473095.4 2474556.36 2476017.32 2477478.28 2478939.24 2480400.2 2481861.16 2483322.12 2484783.08 2486244.04 2487705],date_dim.d_same_day_ly
68,date_dim,d_current_day,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_current_day
69,date_dim,d_holiday,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_holiday
70,date_dim,d_day_name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_day_name
71,date_dim,d_following_holiday,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_following_holiday
72,date_dim,d_quarter_name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_quarter_name
73,date_dim,d_weekend,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],date_dim.d_weekend
74,dbgen_version,dv_version,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],dbgen_version.dv_version
75,dbgen_version,dv_create_date,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],dbgen_version.dv_create_date
76,dbgen_version,dv_create_time,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],dbgen_version.dv_create_time
77,dbgen_version,dv_cmdline_args,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],dbgen_version.dv_cmdline_args
78,call_center,cc_call_center_sk,[1 1.46 1.92 2.38 2.84 3.3 3.76 4.22 4.68 5.14 5.6 6.06 6.52 6.98 7.44 7.9 8.36 8.82 9.28 9.74 10.2 10.66 11.12 11.58 12.04 12.5 12.96 13.42 13.88 14.34 14.8 15.26 15.72 16.18 16.64 17.1 17.56 18.02 18.48 18.94 19.4 19.86 20.32 20.78 21.24 21.7 22.16 22.62 23.08 23.54 24],call_center.cc_call_center_sk
79,call_center,cc_call_center_id,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_call_center_id
80,call_center,cc_rec_start_date,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_rec_start_date
81,call_center,cc_rec_end_date,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_rec_end_date
82,call_center,cc_closed_date_sk,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_closed_date_sk
83,call_center,cc_open_date_sk,[2450806 2450812.8 2450819.6 2450826.4 2450833.2 2450840 2450846.8 2450853.6 2450860.4 2450867.2 2450874 2450880.8 2450887.6 2450894.4 2450901.2 2450908 2450914.8 2450921.6 2450928.4 2450935.2 2450942 2450948.8 2450955.6 2450962.4 2450969.2 2450976 2450982.8 2450989.6 2450996.4 2451003.2 2451010 2451016.8 2451023.6 2451030.4 2451037.2 2451044 2451050.8 2451057.6 2451064.4 2451071.2 2451078 2451084.8 2451091.6 2451098.4 2451105.2 2451112 2451118.8 2451125.6 2451132.4 2451139.2 2451146],call_center.cc_open_date_sk
84,call_center,cc_name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_name
85,call_center,cc_class,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_class
86,call_center,cc_employees,[6 19.48 32.96 46.44 59.92 73.4 86.88 100.36 113.84 127.32 140.8 154.28 167.76 181.24 194.72 208.2 221.68 235.16 248.64 262.12 275.6 289.08 302.56 316.04 329.52 343 356.48 369.96 383.44 396.92 410.4 423.88 437.36 450.84 464.32 477.8 491.28 504.76 518.24 531.72 545.2 558.68 572.16 585.64 599.12 612.6 626.08 639.56 653.04 666.52 680],call_center.cc_employees
87,call_center,cc_sq_ft,[2724 8510.64 14297.28 20083.92 25870.56 31657.2 37443.84 43230.48 49017.12 54803.76 60590.4 66377.04 72163.68 77950.32 83736.96 89523.6 95310.24 101096.88 106883.52 112670.16 118456.8 124243.44 130030.08 135816.72 141603.36 147390 153176.64 158963.28 164749.92 170536.56 176323.2 182109.84 187896.48 193683.12 199469.76 205256.4 211043.04 216829.68 222616.32 228402.96 234189.6 239976.24 245762.88 251549.52 257336.16 263122.8 268909.44 274696.08 280482.72 286269.36 292056],call_center.cc_sq_ft
88,call_center,cc_hours,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_hours
89,call_center,cc_manager,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_manager
90,call_center,cc_mkt_id,[2 2.08 2.16 2.24 2.32 2.4 2.48 2.56 2.64 2.72 2.8 2.88 2.96 3.04 3.12 3.2 3.28 3.36 3.44 3.52 3.6 3.68 3.76 3.84 3.92 4 4.08 4.16 4.24 4.32 4.4 4.48 4.56 4.64 4.72 4.8 4.88 4.96 5.04 5.12 5.2 5.28 5.36 5.44 5.52 5.6 5.68 5.76 5.84 5.92 6],call_center.cc_mkt_id
91,call_center,cc_mkt_class,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_mkt_class
92,call_center,cc_mkt_desc,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_mkt_desc
93,call_center,cc_market_manager,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_market_manager
94,call_center,cc_division,[1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6],call_center.cc_division
95,call_center,cc_division_name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_division_name
96,call_center,cc_company,[1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3 3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4 4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6],call_center.cc_company
97,call_center,cc_company_name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_company_name
98,call_center,cc_street_number,[406 417.56 429.12 440.68 452.24 463.8 475.36 486.92 498.48 510.04 521.6 533.16 544.72 556.28 567.84 579.4 590.96 602.52 614.08 625.64 637.2 648.76 660.32 671.88 683.44 695 706.56 718.12 729.68 741.24 752.8 764.36 775.92 787.48 799.04 810.6 822.16 833.72 845.28 856.84 868.4 879.96 891.52 903.08 914.64 926.2 937.76 949.32 960.88 972.44 984],call_center.cc_street_number
99,call_center,cc_street_name,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_street_name
100,call_center,cc_street_type,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_street_type
101,call_center,cc_suite_number,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_suite_number
102,call_center,cc_city,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_city
103,call_center,cc_county,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_county
104,call_center,cc_state,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_state
105,call_center,cc_zip,[31904 32450.54 32997.08 33543.62 34090.16 34636.7 35183.24 35729.78 36276.32 36822.86 37369.4 37915.94 38462.48 39009.02 39555.56 40102.1 40648.64 41195.18 41741.72 42288.26 42834.8 43381.34 43927.88 44474.42 45020.96 45567.5 46114.04 46660.58 47207.12 47753.66 48300.2 48846.74 49393.28 49939.82 50486.36 51032.9 51579.44 52125.98 52672.52 53219.06 53765.6 54312.14 54858.68 55405.22 55951.76 56498.3 57044.84 57591.38 58137.92 58684.46 59231],call_center.cc_zip
106,call_center,cc_country,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],call_center.cc_country
107,call_center,cc_gmt_offset,[-6 -5.98 -5.96 -5.94 -5.92 -5.9 -5.88 -5.86 -5.84 -5.82 -5.8 -5.78 -5.76 -5.74 -5.72 -5.7 -5.68 -5.66 -5.64 -5.62 -5.6 -5.58 -5.56 -5.54 -5.52 -5.5 -5.48 -5.46 -5.44 -5.42 -5.4 -5.38 -5.36 -5.34 -5.32 -5.3 -5.28 -5.26 -5.24 -5.22 -5.2 -5.18 -5.16 -5.14 -5.12 -5.1 -5.08 -5.06 -5.04 -5.02 -5],call_center.cc_gmt_offset
108,call_center,cc_tax_percentage,[0 0.0024 0.0048 0.0072 0.0096 0.012 0.0144 0.0168 0.0192 0.0216 0.024 0.0264 0.0288 0.0312 0.0336 0.036 0.0384 0.0408 0.0432 0.0456 0.048 0.0504 0.0528 0.0552 0.0576 0.06 0.0624 0.0648 0.0672 0.0696 0.072 0.0744 0.0768 0.0792 0.0816 0.084 0.0864 0.0888 0.0912 0.0936 0.096 0.0984 0.1008 0.1032 0.1056 0.108 0.1104 0.1128 0.1152 0.1176 0.12],call_center.cc_tax_percentage
109,web_sales,ws_warehouse_sk,[1 1.18 1.36 1.54 1.72 1.9 2.08 2.26 2.44 2.62 2.8 2.98 3.16 3.34 3.52 3.7 3.88 4.06 4.24 4.42 4.6 4.78 4.96 5.14 5.32 5.5 5.68 5.86 6.04 6.22 6.4 6.58 6.76 6.94 7.12 7.3 7.48 7.66 7.84 8.02 8.2 8.38 8.56 8.74 8.92 9.1 9.28 9.46 9.64 9.82 10],web_sales.ws_warehouse_sk
110,web_sales,ws_ship_mode_sk,[1 1.38 1.76 2.14 2.52 2.9 3.28 3.66 4.04 4.42 4.8 5.18 5.56 5.94 6.32 6.7 7.08 7.46 7.84 8.22 8.6 8.98 9.36 9.74 10.12 10.5 10.88 11.26 11.64 12.02 12.4 12.78 13.16 13.54 13.92 14.3 14.68 15.06 15.44 15.82 16.2 16.58 16.96 17.34 17.72 18.1 18.48 18.86 19.24 19.62 20],web_sales.ws_ship_mode_sk
111,web_sales,ws_web_site_sk,[1 1.82 2.64 3.46 4.28 5.1 5.92 6.74 7.56 8.38 9.2 10.02 10.84 11.66 12.48 13.3 14.12 14.94 15.76 16.58 17.4 18.22 19.04 19.86 20.68 21.5 22.32 23.14 23.96 24.78 25.6 26.42 27.24 28.06 28.88 29.7 30.52 31.34 32.16 32.98 33.8 34.62 35.44 36.26 37.08 37.9 38.72 39.54 40.36 41.18 42],web_sales.ws_web_site_sk
112,web_sales,ws_quantity,[1 2.98 4.96 6.94 8.92 10.9 12.88 14.86 16.84 18.82 20.8 22.78 24.76 26.74 28.72 30.7 32.68 34.66 36.64 38.62 40.6 42.58 44.56 46.54 48.52 50.5 52.48 54.46 56.44 58.42 60.4 62.38 64.36 66.34 68.32 70.3 72.28 74.26 76.24 78.22 80.2 82.18 84.16 86.14 88.12 90.1 92.08 94.06 96.04 98.02 100],web_sales.ws_quantity
113,web_sales,ws_web_page_sk,[1 4.98 8.96 12.94 16.92 20.9 24.88 28.86 32.84 36.82 40.8 44.78 48.76 52.74 56.72 60.7 64.68 68.66 72.64 76.62 80.6 84.58 88.56 92.54 96.52 100.5 104.48 108.46 112.44 116.42 120.4 124.38 128.36 132.34 136.32 140.3 144.28 148.26 152.24 156.22 160.2 164.18 168.16 172.14 176.12 180.1 184.08 188.06 192.04 196.02 200],web_sales.ws_web_page_sk
114,web_sales,ws_wholesale_cost,[1 2.98 4.96 6.94 8.92 10.9 12.88 14.86 16.84 18.82 20.8 22.78 24.76 26.74 28.72 30.7 32.68 34.66 36.64 38.62 40.6 42.58 44.56 46.54 48.52 50.5 52.48 54.46 56.44 58.42 60.4 62.38 64.36 66.34 68.32 70.3 72.28 74.26 76.24 78.22 80.2 82.18 84.16 86.14 88.12 90.1 92.08 94.06 96.04 98.02 100],web_sales.ws_wholesale_cost
115,web_sales,ws_ext_discount_amt,[0 586.34 1172.68 1759.02 2345.36 2931.7 3518.04 4104.38 4690.72 5277.06 5863.4 6449.74 7036.08 7622.42 8208.76 8795.1 9381.44 9967.78 10554.12 11140.46 11726.8 12313.14 12899.48 13485.82 14072.16 14658.5 15244.84 15831.18 16417.52 17003.86 17590.2 18176.54 18762.88 19349.22 19935.56 20521.9 21108.24 21694.58 22280.92 22867.26 23453.6 24039.94 24626.28 25212.62 25798.96 26385.3 26971.64 27557.98 28144.32 28730.66 29317],web_sales.ws_ext_discount_amt
116,web_sales,ws_sales_price,[0 5.9988 11.9976 17.9964 23.9952 29.994 35.9928 41.9916 47.9904 53.9892 59.988 65.9868 71.9856 77.9844 83.9832 89.982 95.9808 101.9796 107.9784 113.9772 119.976 125.9748 131.9736 137.9724 143.9712 149.97 155.9688 161.9676 167.9664 173.9652 179.964 185.9628 191.9616 197.9604 203.9592 209.958 215.9568 221.9556 227.9544 233.9532 239.952 245.9508 251.9496 257.9484 263.9472 269.946 275.9448 281.9436 287.9424 293.9412 299.94],web_sales.ws_sales_price
117,web_sales,ws_list_price,[1 6.98 12.96 18.94 24.92 30.9 36.88 42.86 48.84 54.82 60.8 66.78 72.76 78.74 84.72 90.7 96.68 102.66 108.64 114.62 120.6 126.58 132.56 138.54 144.52 150.5 156.48 162.46 168.44 174.42 180.4 186.38 192.36 198.34 204.32 210.3 216.28 222.26 228.24 234.22 240.2 246.18 252.16 258.14 264.12 270.1 276.08 282.06 288.04 294.02 300],web_sales.ws_list_price
118,web_sales,ws_promo_sk,[1 10.98 20.96 30.94 40.92 50.9 60.88 70.86 80.84 90.82 100.8 110.78 120.76 130.74 140.72 150.7 160.68 170.66 180.64 190.62 200.6 210.58 220.56 230.54 240.52 250.5 260.48 270.46 280.44 290.42 300.4 310.38 320.36 330.34 340.32 350.3 360.28 370.26 380.24 390.22 400.2 410.18 420.16 430.14 440.12 450.1 460.08 470.06 480.04 490.02 500],web_sales.ws_promo_sk
119,web_sales,ws_ext_sales_price,[0 574.54 1149.08 1723.62 2298.16 2872.7 3447.24 4021.78 4596.32 5170.86 5745.4 6319.94 6894.48 7469.02 8043.56 8618.1 9192.64 9767.18 10341.72 10916.26 11490.8 12065.34 12639.88 13214.42 13788.96 14363.5 14938.04 15512.58 16087.12 16661.66 17236.2 17810.74 18385.28 18959.82 19534.36 20108.9 20683.44 21257.98 21832.52 22407.06 22981.6 23556.14 24130.68 24705.22 25279.76 25854.3 26428.84 27003.38 27577.92 28152.46 28727],web_sales.ws_ext_sales_price
120,web_sales,ws_item_sk,[1 2040.98 4080.96 6120.94 8160.92 10200.9 12240.88 14280.86 16320.84 18360.82 20400.8 22440.78 24480.76 26520.74 28560.72 30600.7 32640.68 34680.66 36720.64 38760.62 40800.6 42840.58 44880.56 46920.54 48960.52 51000.5 53040.48 55080.46 57120.44 59160.42 61200.4 63240.38 65280.36 67320.34 69360.32 71400.3 73440.28 75480.26 77520.24 79560.22 81600.2 83640.18 85680.16 87720.14 89760.12 91800.1 93840.08 95880.06 97920.04 99960.02 102000],web_sales.ws_item_sk
121,web_sales,ws_ext_wholesale_cost,[1 200.98 400.96 600.94 800.92 1000.9 1200.88 1400.86 1600.84 1800.82 2000.8 2200.78 2400.76 2600.74 2800.72 3000.7 3200.68 3400.66 3600.64 3800.62 4000.6 4200.58 4400.56 4600.54 4800.52 5000.5 5200.48 5400.46 5600.44 5800.42 6000.4 6200.38 6400.36 6600.34 6800.32 7000.3 7200.28 7400.26 7600.24 7800.22 8000.2 8200.18 8400.16 8600.14 8800.12 9000.1 9200.08 9400.06 9600.04 9800.02 10000],web_sales.ws_ext_wholesale_cost
122,web_sales,ws_sold_date_sk,[2450816 2450852.52 2450889.04 2450925.56 2450962.08 2450998.6 2451035.12 2451071.64 2451108.16 2451144.68 2451181.2 2451217.72 2451254.24 2451290.76 2451327.28 2451363.8 2451400.32 2451436.84 2451473.36 2451509.88 2451546.4 2451582.92 2451619.44 2451655.96 2451692.48 2451729 2451765.52 2451802.04 2451838.56 2451875.08 2451911.6 2451948.12 2451984.64 2452021.16 2452057.68 2452094.2 2452130.72 2452167.24 2452203.76 2452240.28 2452276.8 2452313.32 2452349.84 2452386.36 2452422.88 2452459.4 2452495.92 2452532.44 2452568.96 2452605.48 2452642],web_sales.ws_sold_date_sk
123,web_sales,ws_ext_list_price,[1.08 600.4584 1199.8368 1799.2152 2398.5936 2997.972 3597.3504 4196.7288 4796.1072 5395.4856 5994.864 6594.2424 7193.6208 7792.9992 8392.3776 8991.756 9591.1344 10190.5128 10789.8912 11389.2696 11988.648 12588.0264 13187.4048 13786.7832 14386.1616 14985.54 15584.9184 16184.2968 16783.6752 17383.0536 17982.432 18581.8104 19181.1888 19780.5672 20379.9456 20979.324 21578.7024 22178.0808 22777.4592 23376.8376 23976.216 24575.5944 25174.9728 25774.3512 26373.7296 26973.108 27572.4864 28171.8648 28771.2432 29370.6216 29970],web_sales.ws_ext_list_price
124,web_sales,ws_ext_ship_cost,[0 291.4 582.8 874.2 1165.6 1457 1748.4 2039.8 2331.2 2622.6 2914 3205.4 3496.8 3788.2 4079.6 4371 4662.4 4953.8 5245.2 5536.6 5828 6119.4 6410.8 6702.2 6993.6 7285 7576.4 7867.8 8159.2 8450.6 8742 9033.4 9324.8 9616.2 9907.6 10199 10490.4 10781.8 11073.2 11364.6 11656 11947.4 12238.8 12530.2 12821.6 13113 13404.4 13695.8 13987.2 14278.6 14570],web_sales.ws_ext_ship_cost
125,web_sales,ws_coupon_amt,[0 543.21 1086.42 1629.63 2172.84 2716.05 3259.26 3802.47 4345.68 4888.89 5432.1 5975.31 6518.52 7061.73 7604.94 8148.15 8691.36 9234.57 9777.78 10320.99 10864.2 11407.41 11950.62 12493.83 13037.04 13580.25 14123.46 14666.67 15209.88 15753.09 16296.3 16839.51 17382.72 17925.93 18469.14 19012.35 19555.56 20098.77 20641.98 21185.19 21728.4 22271.61 22814.82 23358.03 23901.24 24444.45 24987.66 25530.87 26074.08 26617.29 27160.5],web_sales.ws_coupon_amt
126,web_sales,ws_ext_tax,[0 50.5588 101.1176 151.6764 202.2352 252.794 303.3528 353.9116 404.4704 455.0292 505.588 556.1468 606.7056 657.2644 707.8232 758.382 808.9408 859.4996 910.0584 960.6172 1011.176 1061.7348 1112.2936 1162.8524 1213.4112 1263.97 1314.5288 1365.0876 1415.6464 1466.2052 1516.764 1567.3228 1617.8816 1668.4404 1718.9992 1769.558 1820.1168 1870.6756 1921.2344 1971.7932 2022.352 2072.9108 2123.4696 2174.0284 2224.5872 2275.146 2325.7048 2376.2636 2426.8224 2477.3812 2527.94],web_sales.ws_ext_tax
127,web_sales,ws_ship_date_sk,[2450817 2450855.9 2450894.8 2450933.7 2450972.6 2451011.5 2451050.4 2451089.3 2451128.2 2451167.1 2451206 2451244.9 2451283.8 2451322.7 2451361.6 2451400.5 2451439.4 2451478.3 2451517.2 2451556.1 2451595 2451633.9 2451672.8 2451711.7 2451750.6 2451789.5 2451828.4 2451867.3 2451906.2 2451945.1 2451984 2452022.9 2452061.8 2452100.7 2452139.6 2452178.5 2452217.4 2452256.3 2452295.2 2452334.1 2452373 2452411.9 2452450.8 2452489.7 2452528.6 2452567.5 2452606.4 2452645.3 2452684.2 2452723.1 2452762],web_sales.ws_ship_date_sk
128,web_sales,ws_sold_time_sk,[0 1727.96 3455.92 5183.88 6911.84 8639.8 10367.76 12095.72 13823.68 15551.64 17279.6 19007.56 20735.52 22463.48 24191.44 25919.4 27647.36 29375.32 31103.28 32831.24 34559.2 36287.16 38015.12 39743.08 41471.04 43199 44926.96 46654.92 48382.88 50110.84 51838.8 53566.76 55294.72 57022.68 58750.64 60478.6 62206.56 63934.52 65662.48 67390.44 69118.4 70846.36 72574.32 74302.28 76030.24 77758.2 79486.16 81214.12 82942.08 84670.04 86398],web_sales.ws_sold_time_sk
129,web_sales,ws_net_paid_inc_tax,[0 616.4286 1232.8572 1849.2858 2465.7144 3082.143 3698.5716 4315.0002 4931.4288 5547.8574 6164.286 6780.7146 7397.1432 8013.5718 8630.0004 9246.429 9862.8576 10479.2862 11095.7148 11712.1434 12328.572 12945.0006 13561.4292 14177.8578 14794.2864 15410.715 16027.1436 16643.5722 17260.0008 17876.4294 18492.858 19109.2866 19725.7152 20342.1438 20958.5724 21575.001 22191.4296 22807.8582 23424.2868 24040.7154 24657.144 25273.5726 25890.0012 26506.4298 27122.8584 27739.287 28355.7156 28972.1442 29588.5728 30205.0014 30821.43],web_sales.ws_net_paid_inc_tax
